"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976","Alberta","2016A000248","Housing under construction","Semi-detached","Units","300","units ","0","v731625","10.2.3","1348","","","","0"
"1976","Alberta","2016A000248","Housing under construction","Row","Units","300","units ","0","v731636","10.2.5","8011","","","","0"
"1976","Alberta","2016A000248","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731647","10.2.6","10401","","","","0"
"1976","Alberta","2016A000248","Housing completions","Total units","Units","300","units ","0","v732463","10.3.1","25858","","","","0"
"1976","Alberta","2016A000248","Housing completions","Single-detached","Units","300","units ","0","v732408","10.3.2","16739","","","","0"
"1976","Alberta","2016A000248","Housing completions","Multiples","Units","300","units ","0","v732452","10.3.4","9119","","","","0"
"1976","Alberta","2016A000248","Housing completions","Semi-detached","Units","300","units ","0","v732419","10.3.3","1933","","","","0"
"1976","Alberta","2016A000248","Housing completions","Row","Units","300","units ","0","v732430","10.3.5","2967","","","","0"
"1976","Alberta","2016A000248","Housing completions","Apartment and other unit types","Units","300","units ","0","v732441","10.3.6","4219","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Total units","Units","300","units ","0","v730581","11.1.1","37727","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Single-detached","Units","300","units ","0","v730526","11.1.2","20247","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Multiples","Units","300","units ","0","v730570","11.1.4","17480","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Semi-detached","Units","300","units ","0","v730537","11.1.3","1723","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Row","Units","300","units ","0","v730548","11.1.5","3263","","","","0"
"1976","British Columbia","2016A000259","Housing starts","Apartment and other unit types","Units","300","units ","0","v730559","11.1.6","12494","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Total units","Units","300","units ","0","v731661","11.2.1","21877","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Single-detached","Units","300","units ","0","v731606","11.2.2","8941","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Multiples","Units","300","units ","0","v731650","11.2.4","12936","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Semi-detached","Units","300","units ","0","v731617","11.2.3","818","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Row","Units","300","units ","0","v731628","11.2.5","2658","","","","0"
"1976","British Columbia","2016A000259","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731639","11.2.6","9460","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Total units","Units","300","units ","0","v732455","11.3.1","34910","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Single-detached","Units","300","units ","0","v732400","11.3.2","19442","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Multiples","Units","300","units ","0","v732444","11.3.4","15468","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Semi-detached","Units","300","units ","0","v732411","11.3.3","1525","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Row","Units","300","units ","0","v732422","11.3.5","2575","","","","0"
"1976","British Columbia","2016A000259","Housing completions","Apartment and other unit types","Units","300","units ","0","v732433","11.3.6","11368","","","","0"
"1977","Canada","2016A000011124","Housing starts","Total units","Units","300","units ","0","v730579","1.1.1","245724","","","","0"
"1977","Canada","2016A000011124","Housing starts","Single-detached","Units","300","units ","0","v730524","1.1.2","108403","","","","0"
"1977","Canada","2016A000011124","Housing starts","Multiples","Units","300","units ","0","v730568","1.1.4","137321","","","","0"
"1977","Canada","2016A000011124","Housing starts","Semi-detached","Units","300","units ","0","v730535","1.1.3","18373","","","","0"
"1977","Canada","2016A000011124","Housing starts","Row","Units","300","units ","0","v730546","1.1.5","26621","","","","0"
"1977","Canada","2016A000011124","Housing starts","Apartment and other unit types","Units","300","units ","0","v730557","1.1.6","92327","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Total units","Units","300","units ","0","v731659","1.2.1","185599","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Single-detached","Units","300","units ","0","v731604","1.2.2","52022","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Multiples","Units","300","units ","0","v731648","1.2.4","133577","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Semi-detached","Units","300","units ","0","v731615","1.2.3","10762","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Row","Units","300","units ","0","v731626","1.2.5","23732","","","","0"
"1977","Canada","2016A000011124","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731637","1.2.6","99083","","","","0"
"1977","Canada","2016A000011124","Housing completions","Total units","Units","300","units ","0","v732453","1.3.1","251789","","","","0"
"1977","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units ","0","v732398","1.3.2","117792","","","","0"
"1977","Canada","2016A000011124","Housing completions","Multiples","Units","300","units ","0","v732442","1.3.4","133997","","","","0"
"1977","Canada","2016A000011124","Housing completions","Semi-detached","Units","300","units ","0","v732409","1.3.3","17281","","","","0"
"1977","Canada","2016A000011124","Housing completions","Row","Units","300","units ","0","v732420","1.3.5","31561","","","","0"
"1977","Canada","2016A000011124","Housing completions","Apartment and other unit types","Units","300","units ","0","v732431","1.3.6","85155","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Units","300","units ","0","v730580","2.1.1","3719","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Single-detached","Units","300","units ","0","v730525","2.1.2","2531","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Multiples","Units","300","units ","0","v730569","2.1.4","1188","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Semi-detached","Units","300","units ","0","v730536","2.1.3","140","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Row","Units","300","units ","0","v730547","2.1.5","85","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit types","Units","300","units ","0","v730558","2.1.6","963","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Units","300","units ","0","v731660","2.2.1","2878","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Units","300","units ","0","v731605","2.2.2","1276","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Units","300","units ","0","v731649","2.2.4","1602","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Units","300","units ","0","v731616","2.2.3","98","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Row","Units","300","units ","0","v731627","2.2.5","428","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731638","2.2.6","1076","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Total units","Units","300","units ","0","v732454","2.3.1","4292","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Single-detached","Units","300","units ","0","v732399","2.3.2","3011","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Multiples","Units","300","units ","0","v732443","2.3.4","1281","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Semi-detached","Units","300","units ","0","v732410","2.3.3","154","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Row","Units","300","units ","0","v732421","2.3.5","409","","","","0"
"1977","Newfoundland and Labrador","2016A000210","Housing completions","Apartment and other unit types","Units","300","units ","0","v732432","2.3.6","718","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Total units","Units","300","units ","0","v730582","3.1.1","824","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Single-detached","Units","300","units ","0","v730527","3.1.2","577","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Multiples","Units","300","units ","0","v730571","3.1.4","247","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Semi-detached","Units","300","units ","0","v730538","3.1.3","16","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Row","Units","300","units ","0","v730549","3.1.5","10","","","","0"
"1977","Prince Edward Island","2016A000211","Housing starts","Apartment and other unit types","Units","300","units ","0","v730560","3.1.6","221","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Total units","Units","300","units ","0","v731662","3.2.1","347","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Single-detached","Units","300","units ","0","v731607","3.2.2","146","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Multiples","Units","300","units ","0","v731651","3.2.4","201","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Semi-detached","Units","300","units ","0","v731618","3.2.3","2","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Row","Units","300","units ","0","v731629","3.2.5","10","","","","0"
"1977","Prince Edward Island","2016A000211","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731640","3.2.6","189","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Total units","Units","300","units ","0","v732456","3.3.1","652","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Single-detached","Units","300","units ","0","v732401","3.3.2","583","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Multiples","Units","300","units ","0","v732445","3.3.4","69","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Semi-detached","Units","300","units ","0","v732412","3.3.3","24","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Row","Units","300","units ","0","v732423","3.3.5","0","","","","0"
"1977","Prince Edward Island","2016A000211","Housing completions","Apartment and other unit types","Units","300","units ","0","v732434","3.3.6","45","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Total units","Units","300","units ","0","v730583","4.1.1","7495","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Single-detached","Units","300","units ","0","v730528","4.1.2","3755","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Multiples","Units","300","units ","0","v730572","4.1.4","3740","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Semi-detached","Units","300","units ","0","v730539","4.1.3","162","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Row","Units","300","units ","0","v730550","4.1.5","376","","","","0"
"1977","Nova Scotia","2016A000212","Housing starts","Apartment and other unit types","Units","300","units ","0","v730561","4.1.6","3202","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Total units","Units","300","units ","0","v731663","4.2.1","6479","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Single-detached","Units","300","units ","0","v731608","4.2.2","2130","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Multiples","Units","300","units ","0","v731652","4.2.4","4349","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Semi-detached","Units","300","units ","0","v731619","4.2.3","164","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Row","Units","300","units ","0","v731630","4.2.5","386","","","","0"
"1977","Nova Scotia","2016A000212","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731641","4.2.6","3799","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Total units","Units","300","units ","0","v732457","4.3.1","7521","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Single-detached","Units","300","units ","0","v732402","4.3.2","4424","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Multiples","Units","300","units ","0","v732446","4.3.4","3097","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Semi-detached","Units","300","units ","0","v732413","4.3.3","218","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Row","Units","300","units ","0","v732424","4.3.5","284","","","","0"
"1977","Nova Scotia","2016A000212","Housing completions","Apartment and other unit types","Units","300","units ","0","v732435","4.3.6","2595","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Total units","Units","300","units ","0","v730584","5.1.1","4308","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Single-detached","Units","300","units ","0","v730529","5.1.2","3433","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Multiples","Units","300","units ","0","v730573","5.1.4","875","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Semi-detached","Units","300","units ","0","v730540","5.1.3","91","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Row","Units","300","units ","0","v730551","5.1.5","0","","","","0"
"1977","New Brunswick","2016A000213","Housing starts","Apartment and other unit types","Units","300","units ","0","v730562","5.1.6","784","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Total units","Units","300","units ","0","v731664","5.2.1","2709","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Single-detached","Units","300","units ","0","v731609","5.2.2","1652","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Multiples","Units","300","units ","0","v731653","5.2.4","1057","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Semi-detached","Units","300","units ","0","v731620","5.2.3","61","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Row","Units","300","units ","0","v731631","5.2.5","20","","","","0"
"1977","New Brunswick","2016A000213","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731642","5.2.6","976","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Total units","Units","300","units ","0","v732458","5.3.1","5313","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Single-detached","Units","300","units ","0","v732403","5.3.2","3702","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Multiples","Units","300","units ","0","v732447","5.3.4","1611","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Semi-detached","Units","300","units ","0","v732414","5.3.3","160","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Row","Units","300","units ","0","v732425","5.3.5","20","","","","0"
"1977","New Brunswick","2016A000213","Housing completions","Apartment and other unit types","Units","300","units ","0","v732436","5.3.6","1431","","","","0"
"1977","Quebec","2016A000224","Housing starts","Total units","Units","300","units ","0","v730585","6.1.1","57580","","","","0"
"1977","Quebec","2016A000224","Housing starts","Single-detached","Units","300","units ","0","v730530","6.1.2","29511","","","","0"
"1977","Quebec","2016A000224","Housing starts","Multiples","Units","300","units ","0","v730574","6.1.4","28069","","","","0"
"1977","Quebec","2016A000224","Housing starts","Semi-detached","Units","300","units ","0","v730541","6.1.3","2138","","","","0"
"1977","Quebec","2016A000224","Housing starts","Row","Units","300","units ","0","v730552","6.1.5","702","","","","0"
"1977","Quebec","2016A000224","Housing starts","Apartment and other unit types","Units","300","units ","0","v730563","6.1.6","25229","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Total units","Units","300","units ","0","v731665","6.2.1","35366","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Single-detached","Units","300","units ","0","v731610","6.2.2","10590","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Multiples","Units","300","units ","0","v731654","6.2.4","24776","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Semi-detached","Units","300","units ","0","v731621","6.2.3","890","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Row","Units","300","units ","0","v731632","6.2.5","585","","","","0"
"1977","Quebec","2016A000224","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731643","6.2.6","23301","","","","0"
"1977","Quebec","2016A000224","Housing completions","Total units","Units","300","units ","0","v732459","6.3.1","61979","","","","0"
"1977","Quebec","2016A000224","Housing completions","Single-detached","Units","300","units ","0","v732404","6.3.2","33120","","","","0"
"1977","Quebec","2016A000224","Housing completions","Multiples","Units","300","units ","0","v732448","6.3.4","28859","","","","0"
"1977","Quebec","2016A000224","Housing completions","Semi-detached","Units","300","units ","0","v732415","6.3.3","2115","","","","0"
"1977","Quebec","2016A000224","Housing completions","Row","Units","300","units ","0","v732426","6.3.5","1119","","","","0"
"1977","Quebec","2016A000224","Housing completions","Apartment and other unit types","Units","300","units ","0","v732437","6.3.6","25625","","","","0"
"1977","Ontario","2016A000235","Housing starts","Total units","Units","300","units ","0","v730586","7.1.1","79130","","","","0"
"1977","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units ","0","v730531","7.1.2","27899","","","","0"
"1977","Ontario","2016A000235","Housing starts","Multiples","Units","300","units ","0","v730575","7.1.4","51231","","","","0"
"1977","Ontario","2016A000235","Housing starts","Semi-detached","Units","300","units ","0","v730542","7.1.3","10364","","","","0"
"1977","Ontario","2016A000235","Housing starts","Row","Units","300","units ","0","v730553","7.1.5","13782","","","","0"
"1977","Ontario","2016A000235","Housing starts","Apartment and other unit types","Units","300","units ","0","v730564","7.1.6","27085","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Total units","Units","300","units ","0","v731666","7.2.1","75518","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Single-detached","Units","300","units ","0","v731611","7.2.2","15987","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Multiples","Units","300","units ","0","v731655","7.2.4","59531","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Semi-detached","Units","300","units ","0","v731622","7.2.3","6594","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Row","Units","300","units ","0","v731633","7.2.5","13228","","","","0"
"1977","Ontario","2016A000235","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731644","7.2.6","39709","","","","0"
"1977","Ontario","2016A000235","Housing completions","Total units","Units","300","units ","0","v732460","7.3.1","80717","","","","0"
"1977","Ontario","2016A000235","Housing completions","Single-detached","Units","300","units ","0","v732405","7.3.2","29078","","","","0"
"1977","Ontario","2016A000235","Housing completions","Multiples","Units","300","units ","0","v732449","7.3.4","51639","","","","0"
"1977","Ontario","2016A000235","Housing completions","Semi-detached","Units","300","units ","0","v732416","7.3.3","9007","","","","0"
"1977","Ontario","2016A000235","Housing completions","Row","Units","300","units ","0","v732427","7.3.5","15916","","","","0"
"1977","Ontario","2016A000235","Housing completions","Apartment and other unit types","Units","300","units ","0","v732438","7.3.6","26716","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Total units","Units","300","units ","0","v730587","8.1.1","9410","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Single-detached","Units","300","units ","0","v730532","8.1.2","4193","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Multiples","Units","300","units ","0","v730576","8.1.4","5217","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Semi-detached","Units","300","units ","0","v730543","8.1.3","834","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Row","Units","300","units ","0","v730554","8.1.5","884","","","","0"
"1977","Manitoba","2016A000246","Housing starts","Apartment and other unit types","Units","300","units ","0","v730565","8.1.6","3499","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Total units","Units","300","units ","0","v731667","8.2.1","6479","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Single-detached","Units","300","units ","0","v731612","8.2.2","1902","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Multiples","Units","300","units ","0","v731656","8.2.4","4577","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Semi-detached","Units","300","units ","0","v731623","8.2.3","519","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Row","Units","300","units ","0","v731634","8.2.5","1253","","","","0"
"1977","Manitoba","2016A000246","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731645","8.2.6","2805","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Total units","Units","300","units ","0","v732461","8.3.1","8720","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Single-detached","Units","300","units ","0","v732406","8.3.2","4332","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Multiples","Units","300","units ","0","v732450","8.3.4","4388","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Semi-detached","Units","300","units ","0","v732417","8.3.3","740","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Row","Units","300","units ","0","v732428","8.3.5","635","","","","0"
"1977","Manitoba","2016A000246","Housing completions","Apartment and other unit types","Units","300","units ","0","v732439","8.3.6","3013","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Total units","Units","300","units ","0","v730588","9.1.1","12825","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Single-detached","Units","300","units ","0","v730533","9.1.2","6705","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Multiples","Units","300","units ","0","v730577","9.1.4","6120","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Semi-detached","Units","300","units ","0","v730544","9.1.3","520","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Row","Units","300","units ","0","v730555","9.1.5","490","","","","0"
"1977","Saskatchewan","2016A000247","Housing starts","Apartment and other unit types","Units","300","units ","0","v730566","9.1.6","5110","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Total units","Units","300","units ","0","v731668","9.2.1","10097","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Single-detached","Units","300","units ","0","v731613","9.2.2","3756","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Multiples","Units","300","units ","0","v731657","9.2.4","6341","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Semi-detached","Units","300","units ","0","v731624","9.2.3","372","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Row","Units","300","units ","0","v731635","9.2.5","760","","","","0"
"1977","Saskatchewan","2016A000247","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731646","9.2.6","5209","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units ","0","v732462","9.3.1","11485","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units ","0","v732407","9.3.2","6699","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Multiples","Units","300","units ","0","v732451","9.3.4","4786","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Semi-detached","Units","300","units ","0","v732418","9.3.3","728","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Row","Units","300","units ","0","v732429","9.3.5","618","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Apartment and other unit types","Units","300","units ","0","v732440","9.3.6","3440","","","","0"
"1977","Alberta","2016A000248","Housing starts","Total units","Units","300","units ","0","v730589","10.1.1","38075","","","","0"
"1977","Alberta","2016A000248","Housing starts","Single-detached","Units","300","units ","0","v730534","10.1.2","14298","","","","0"
"1977","Alberta","2016A000248","Housing starts","Multiples","Units","300","units ","0","v730578","10.1.4","23777","","","","0"
"1977","Alberta","2016A000248","Housing starts","Semi-detached","Units","300","units ","0","v730545","10.1.3","2573","","","","0"
"1977","Alberta","2016A000248","Housing starts","Row","Units","300","units ","0","v730556","10.1.5","7168","","","","0"
"1977","Alberta","2016A000248","Housing starts","Apartment and other unit types","Units","300","units ","0","v730567","10.1.6","14036","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Total units","Units","300","units ","0","v731669","10.2.1","27305","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Single-detached","Units","300","units ","0","v731614","10.2.2","7377","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Multiples","Units","300","units ","0","v731658","10.2.4","19928","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Semi-detached","Units","300","units ","0","v731625","10.2.3","1450","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Row","Units","300","units ","0","v731636","10.2.5","5465","","","","0"
"1977","Alberta","2016A000248","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731647","10.2.6","13013","","","","0"
"1977","Alberta","2016A000248","Housing completions","Total units","Units","300","units ","0","v732463","10.3.1","37879","","","","0"
"1977","Alberta","2016A000248","Housing completions","Single-detached","Units","300","units ","0","v732408","10.3.2","16242","","","","0"
"1977","Alberta","2016A000248","Housing completions","Multiples","Units","300","units ","0","v732452","10.3.4","21637","","","","0"
"1977","Alberta","2016A000248","Housing completions","Semi-detached","Units","300","units ","0","v732419","10.3.3","2448","","","","0"
"1977","Alberta","2016A000248","Housing completions","Row","Units","300","units ","0","v732430","10.3.5","8761","","","","0"
"1977","Alberta","2016A000248","Housing completions","Apartment and other unit types","Units","300","units ","0","v732441","10.3.6","10428","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Total units","Units","300","units ","0","v730581","11.1.1","32358","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Single-detached","Units","300","units ","0","v730526","11.1.2","15501","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Multiples","Units","300","units ","0","v730570","11.1.4","16857","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Semi-detached","Units","300","units ","0","v730537","11.1.3","1535","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Row","Units","300","units ","0","v730548","11.1.5","3124","","","","0"
"1977","British Columbia","2016A000259","Housing starts","Apartment and other unit types","Units","300","units ","0","v730559","11.1.6","12198","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Total units","Units","300","units ","0","v731661","11.2.1","18421","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Single-detached","Units","300","units ","0","v731606","11.2.2","7206","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Multiples","Units","300","units ","0","v731650","11.2.4","11215","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Semi-detached","Units","300","units ","0","v731617","11.2.3","612","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Row","Units","300","units ","0","v731628","11.2.5","1597","","","","0"
"1977","British Columbia","2016A000259","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731639","11.2.6","9006","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Total units","Units","300","units ","0","v732455","11.3.1","33231","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Single-detached","Units","300","units ","0","v732400","11.3.2","16601","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Multiples","Units","300","units ","0","v732444","11.3.4","16630","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Semi-detached","Units","300","units ","0","v732411","11.3.3","1687","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Row","Units","300","units ","0","v732422","11.3.5","3799","","","","0"
"1977","British Columbia","2016A000259","Housing completions","Apartment and other unit types","Units","300","units ","0","v732433","11.3.6","11144","","","","0"
"1978","Canada","2016A000011124","Housing starts","Total units","Units","300","units ","0","v730579","1.1.1","227667","","","","0"
"1978","Canada","2016A000011124","Housing starts","Single-detached","Units","300","units ","0","v730524","1.1.2","110029","","","","0"
"1978","Canada","2016A000011124","Housing starts","Multiples","Units","300","units ","0","v730568","1.1.4","117638","","","","0"
"1978","Canada","2016A000011124","Housing starts","Semi-detached","Units","300","units ","0","v730535","1.1.3","19932","","","","0"
"1978","Canada","2016A000011124","Housing starts","Row","Units","300","units ","0","v730546","1.1.5","20379","","","","0"
"1978","Canada","2016A000011124","Housing starts","Apartment and other unit types","Units","300","units ","0","v730557","1.1.6","77327","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Total units","Units","300","units ","0","v731659","1.2.1","164702","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Single-detached","Units","300","units ","0","v731604","1.2.2","55848","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Multiples","Units","300","units ","0","v731648","1.2.4","108854","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Semi-detached","Units","300","units ","0","v731615","1.2.3","11191","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Row","Units","300","units ","0","v731626","1.2.5","17360","","","","0"
"1978","Canada","2016A000011124","Housing under construction","Apartment and other unit types","Units","300","units ","0","v731637","1.2.6","80303","","","","0"
"1978","Canada","2016A000011124","Housing completions","Total units","Units","300","units ","0","v732453","1.3.1","246533","","","","0"
"1978","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units ","0","v732398","1.3.2","106195","","","","0"
"1978","Canada","2016A000011124","Housing completions","Multiples","Units","300","units ","0","v732442","1.3.4","140338","","","","0"
"1978","Canada","2016A000011124","Housing completions","Semi-detached","Units","300","units ","0","v732409","1.3.3","19155","","","","0"
