date,region,property_type,baseline,index_value
1987-07,"Edmonton, Alberta",School,"Index, 2002=100",65.8
1987-07,"Edmonton, Alberta",School,"Index, 2002=100",58.9
1987-07,"Edmonton, Alberta",School,"Index, 2002=100",69.7
1987-07,"Edmonton, Alberta",School,"Index, 2002=100",66.3
1987-07,"Edmonton, Alberta",School,"Index, 2002=100",64.2
1987-07,"Vancouver, British Columbia",Office,"Index, 2002=100",71.7
1987-07,"Vancouver, British Columbia",Office,"Index, 2002=100",70.2
1987-07,"Vancouver, British Columbia",Office,"Index, 2002=100",73.1
1987-07,"Vancouver, British Columbia",Office,"Index, 2002=100",71.5
1987-07,"Vancouver, British Columbia",Office,"Index, 2002=100",72.0
1987-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",72.5
1987-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.7
1987-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",74.2
1987-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",75.2
1987-07,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",74.8
1987-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",71.8
1987-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",67.6
1987-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",72.2
1987-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",75.5
1987-07,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",78.2
1987-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",70.9
1987-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",69.4
1987-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",74.4
1987-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",70.0
1987-07,"Vancouver, British Columbia",Light factory,"Index, 2002=100",66.1
1987-07,"Vancouver, British Columbia",School,"Index, 2002=100",71.9
1987-07,"Vancouver, British Columbia",School,"Index, 2002=100",71.0
1987-07,"Vancouver, British Columbia",School,"Index, 2002=100",74.0
1987-07,"Vancouver, British Columbia",School,"Index, 2002=100",73.6
1987-07,"Vancouver, British Columbia",School,"Index, 2002=100",64.8
1987-10,Seven census metropolitan area composite,Office,"Index, 2002=100",71.9
1987-10,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",70.6
1987-10,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",73.9
1987-10,Seven census metropolitan area composite,Light factory,"Index, 2002=100",67.0
1987-10,Seven census metropolitan area composite,School,"Index, 2002=100",69.6
1987-10,Seven census metropolitan area composite,Apartment,"Index, 2002=100",73.0
1987-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",83.5
1987-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",84.3
1987-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",90.5
1987-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",70.9
1987-10,"Halifax, Nova Scotia",Office,"Index, 2002=100",79.8
1987-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",88.4
1987-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",88.1
1987-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",91.9
1987-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",73.9
1987-10,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",80.1
1987-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",88.9
1987-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",89.0
1987-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",91.2
1987-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",80.6
1987-10,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",88.6
1987-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",83.2
1987-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",90.3
1987-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",89.9
1987-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",67.1
1987-10,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",77.6
1987-10,"Halifax, Nova Scotia",School,"Index, 2002=100",83.3
1987-10,"Halifax, Nova Scotia",School,"Index, 2002=100",88.7
1987-10,"Halifax, Nova Scotia",School,"Index, 2002=100",88.7
1987-10,"Halifax, Nova Scotia",School,"Index, 2002=100",74.8
1987-10,"Halifax, Nova Scotia",School,"Index, 2002=100",76.2
1987-10,"Montréal, Quebec",Office,"Index, 2002=100",76.6
1987-10,"Montréal, Quebec",Office,"Index, 2002=100",76.1
1987-10,"Montréal, Quebec",Office,"Index, 2002=100",81.6
1987-10,"Montréal, Quebec",Office,"Index, 2002=100",68.7
1987-10,"Montréal, Quebec",Office,"Index, 2002=100",70.1
1987-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",80.0
1987-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",77.7
1987-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.2
1987-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",65.8
1987-10,"Montréal, Quebec",Warehouse,"Index, 2002=100",73.9
1987-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",83.3
1987-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",78.4
1987-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.2
1987-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",79.9
1987-10,"Montréal, Quebec",Shopping centre,"Index, 2002=100",87.8
1987-10,"Montréal, Quebec",Light factory,"Index, 2002=100",72.9
1987-10,"Montréal, Quebec",Light factory,"Index, 2002=100",73.6
1987-10,"Montréal, Quebec",Light factory,"Index, 2002=100",78.3
1987-10,"Montréal, Quebec",Light factory,"Index, 2002=100",64.8
1987-10,"Montréal, Quebec",Light factory,"Index, 2002=100",71.5
1987-10,"Montréal, Quebec",School,"Index, 2002=100",75.0
1987-10,"Montréal, Quebec",School,"Index, 2002=100",73.6
1987-10,"Montréal, Quebec",School,"Index, 2002=100",79.4
1987-10,"Montréal, Quebec",School,"Index, 2002=100",69.7
1987-10,"Montréal, Quebec",School,"Index, 2002=100",66.8
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",67.2
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",62.4
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",71.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",64.8
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",73.4
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",65.9
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",61.4
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",67.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",63.2
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",74.4
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",68.7
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",63.2
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",67.5
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",73.5
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",90.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",63.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",63.7
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",65.8
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",60.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",72.3
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",65.9
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",61.3
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",69.1
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",65.0
1987-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",65.5
1987-10,"Toronto, Ontario",Office,"Index, 2002=100",70.3
1987-10,"Toronto, Ontario",Office,"Index, 2002=100",62.5
1987-10,"Toronto, Ontario",Office,"Index, 2002=100",78.3
1987-10,"Toronto, Ontario",Office,"Index, 2002=100",64.6
1987-10,"Toronto, Ontario",Office,"Index, 2002=100",71.8
1987-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",69.4
1987-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",65.6
1987-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",72.4
1987-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",59.4
1987-10,"Toronto, Ontario",Warehouse,"Index, 2002=100",72.1
1987-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",70.7
1987-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",67.2
1987-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",70.2
1987-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",69.3
1987-10,"Toronto, Ontario",Shopping centre,"Index, 2002=100",89.0
1987-10,"Toronto, Ontario",Light factory,"Index, 2002=100",64.4
1987-10,"Toronto, Ontario",Light factory,"Index, 2002=100",66.3
1987-10,"Toronto, Ontario",Light factory,"Index, 2002=100",69.5
1987-10,"Toronto, Ontario",Light factory,"Index, 2002=100",58.6
1987-10,"Toronto, Ontario",Light factory,"Index, 2002=100",66.3
1987-10,"Toronto, Ontario",School,"Index, 2002=100",67.9
1987-10,"Toronto, Ontario",School,"Index, 2002=100",66.4
1987-10,"Toronto, Ontario",School,"Index, 2002=100",72.2
1987-10,"Toronto, Ontario",School,"Index, 2002=100",61.1
1987-10,"Toronto, Ontario",School,"Index, 2002=100",66.7
1987-10,"Calgary, Alberta",Office,"Index, 2002=100",65.3
1987-10,"Calgary, Alberta",Office,"Index, 2002=100",53.3
1987-10,"Calgary, Alberta",Office,"Index, 2002=100",72.3
1987-10,"Calgary, Alberta",Office,"Index, 2002=100",61.8
1987-10,"Calgary, Alberta",Office,"Index, 2002=100",78.2
1987-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",65.4
1987-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",58.6
1987-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",68.3
1987-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",61.9
1987-10,"Calgary, Alberta",Warehouse,"Index, 2002=100",75.0
1987-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",66.6
1987-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",55.9
1987-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.2
1987-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.9
1987-10,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89.0
1987-10,"Calgary, Alberta",Light factory,"Index, 2002=100",64.0
1987-10,"Calgary, Alberta",Light factory,"Index, 2002=100",58.0
1987-10,"Calgary, Alberta",Light factory,"Index, 2002=100",70.8
1987-10,"Calgary, Alberta",Light factory,"Index, 2002=100",60.3
1987-10,"Calgary, Alberta",Light factory,"Index, 2002=100",69.8
1987-10,"Calgary, Alberta",School,"Index, 2002=100",63.4
1987-10,"Calgary, Alberta",School,"Index, 2002=100",54.1
1987-10,"Calgary, Alberta",School,"Index, 2002=100",68.0
1987-10,"Calgary, Alberta",School,"Index, 2002=100",61.7
1987-10,"Calgary, Alberta",School,"Index, 2002=100",68.0
1987-10,"Edmonton, Alberta",Office,"Index, 2002=100",64.5
1987-10,"Edmonton, Alberta",Office,"Index, 2002=100",55.6
1987-10,"Edmonton, Alberta",Office,"Index, 2002=100",69.6
1987-10,"Edmonton, Alberta",Office,"Index, 2002=100",64.8
1987-10,"Edmonton, Alberta",Office,"Index, 2002=100",68.1
1987-10,"Edmonton, Alberta",Warehouse,"Index, 2002=100",65.7
1987-10,"Edmonton, Alberta",Warehouse,"Index, 2002=100",61.1
1987-10,"Edmonton, Alberta",Warehouse,"Index, 2002=100",67.6
1987-10,"Edmonton, Alberta",Warehouse,"Index, 2002=100",67.2
1987-10,"Edmonton, Alberta",Warehouse,"Index, 2002=100",68.4
1987-10,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.8
1987-10,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",59.0
1987-10,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.4
1987-10,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",74.6
1987-10,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",76.1
1987-10,"Edmonton, Alberta",Light factory,"Index, 2002=100",63.5
1987-10,"Edmonton, Alberta",Light factory,"Index, 2002=100",60.1
1987-10,"Edmonton, Alberta",Light factory,"Index, 2002=100",68.1
1987-10,"Edmonton, Alberta",Light factory,"Index, 2002=100",64.1
1987-10,"Edmonton, Alberta",Light factory,"Index, 2002=100",60.1
1987-10,"Edmonton, Alberta",School,"Index, 2002=100",66.3
1987-10,"Edmonton, Alberta",School,"Index, 2002=100",59.7
1987-10,"Edmonton, Alberta",School,"Index, 2002=100",70.3
1987-10,"Edmonton, Alberta",School,"Index, 2002=100",66.6
1987-10,"Edmonton, Alberta",School,"Index, 2002=100",64.5
1987-10,"Vancouver, British Columbia",Office,"Index, 2002=100",72.6
1987-10,"Vancouver, British Columbia",Office,"Index, 2002=100",71.2
1987-10,"Vancouver, British Columbia",Office,"Index, 2002=100",73.6
1987-10,"Vancouver, British Columbia",Office,"Index, 2002=100",72.7
1987-10,"Vancouver, British Columbia",Office,"Index, 2002=100",73.2
1987-10,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",73.2
1987-10,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",68.6
1987-10,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",74.6
1987-10,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",76.9
1987-10,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",75.3
1987-10,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",72.6
1987-10,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",68.5
1987-10,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",73.0
1987-10,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",76.2
1987-10,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",80.0
1987-10,"Vancouver, British Columbia",Light factory,"Index, 2002=100",71.9
1987-10,"Vancouver, British Columbia",Light factory,"Index, 2002=100",70.4
1987-10,"Vancouver, British Columbia",Light factory,"Index, 2002=100",75.4
1987-10,"Vancouver, British Columbia",Light factory,"Index, 2002=100",70.9
1987-10,"Vancouver, British Columbia",Light factory,"Index, 2002=100",66.7
1987-10,"Vancouver, British Columbia",School,"Index, 2002=100",73.1
1987-10,"Vancouver, British Columbia",School,"Index, 2002=100",72.6
1987-10,"Vancouver, British Columbia",School,"Index, 2002=100",74.9
1987-10,"Vancouver, British Columbia",School,"Index, 2002=100",74.2
1987-10,"Vancouver, British Columbia",School,"Index, 2002=100",66.4
1988-01,Seven census metropolitan area composite,Office,"Index, 2002=100",73.1
1988-01,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",72.0
1988-01,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",75.9
1988-01,Seven census metropolitan area composite,Light factory,"Index, 2002=100",68.6
1988-01,Seven census metropolitan area composite,School,"Index, 2002=100",71.0
1988-01,Seven census metropolitan area composite,Apartment,"Index, 2002=100",74.3
1988-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",83.9
1988-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",84.5
1988-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",91.1
1988-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",71.6
1988-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",79.7
1988-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",88.8
1988-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",88.6
1988-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",92.4
1988-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",74.2
1988-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",80.4
1988-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",89.3
1988-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",89.3
1988-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",91.7
1988-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",81.1
1988-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",88.5
1988-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",84.0
1988-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",90.8
1988-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",90.4
1988-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",69.7
1988-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",77.4
1988-01,"Halifax, Nova Scotia",School,"Index, 2002=100",83.9
1988-01,"Halifax, Nova Scotia",School,"Index, 2002=100",89.0
1988-01,"Halifax, Nova Scotia",School,"Index, 2002=100",89.1
1988-01,"Halifax, Nova Scotia",School,"Index, 2002=100",75.8
1988-01,"Halifax, Nova Scotia",School,"Index, 2002=100",76.1
1988-01,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",82.2
1988-01,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",84.1
1988-01,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",88.8
1988-01,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",66.0
1988-01,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",76.1
1988-01,"Montréal, Quebec",Office,"Index, 2002=100",77.6
1988-01,"Montréal, Quebec",Office,"Index, 2002=100",76.2
1988-01,"Montréal, Quebec",Office,"Index, 2002=100",82.5
1988-01,"Montréal, Quebec",Office,"Index, 2002=100",69.5
1988-01,"Montréal, Quebec",Office,"Index, 2002=100",72.9
1988-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",80.7
1988-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",78.3
1988-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.4
1988-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",68.3
1988-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",76.5
1988-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.7
1988-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",78.9
1988-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.5
1988-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",81.5
1988-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",97.8
1988-01,"Montréal, Quebec",Light factory,"Index, 2002=100",74.2
1988-01,"Montréal, Quebec",Light factory,"Index, 2002=100",74.2
1988-01,"Montréal, Quebec",Light factory,"Index, 2002=100",78.7
1988-01,"Montréal, Quebec",Light factory,"Index, 2002=100",67.0
1988-01,"Montréal, Quebec",Light factory,"Index, 2002=100",74.2
1988-01,"Montréal, Quebec",School,"Index, 2002=100",76.2
1988-01,"Montréal, Quebec",School,"Index, 2002=100",74.4
1988-01,"Montréal, Quebec",School,"Index, 2002=100",80.6
1988-01,"Montréal, Quebec",School,"Index, 2002=100",71.0
1988-01,"Montréal, Quebec",School,"Index, 2002=100",69.0
1988-01,"Montréal, Quebec",Apartment,"Index, 2002=100",77.0
1988-01,"Montréal, Quebec",Apartment,"Index, 2002=100",76.7
1988-01,"Montréal, Quebec",Apartment,"Index, 2002=100",81.7
1988-01,"Montréal, Quebec",Apartment,"Index, 2002=100",63.3
1988-01,"Montréal, Quebec",Apartment,"Index, 2002=100",69.2
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",67.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",62.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",71.4
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",65.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",75.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",66.2
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",61.5
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",67.4
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",64.4
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",76.1
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",69.3
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",63.3
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",67.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",74.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",93.6
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",63.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",63.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",65.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",61.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",74.3
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",67.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",63.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",70.7
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",66.4
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",67.8
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",68.4
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",61.5
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",72.9
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",61.1
1988-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",74.5
1988-01,"Toronto, Ontario",Office,"Index, 2002=100",71.5
1988-01,"Toronto, Ontario",Office,"Index, 2002=100",63.9
1988-01,"Toronto, Ontario",Office,"Index, 2002=100",78.8
1988-01,"Toronto, Ontario",Office,"Index, 2002=100",66.3
1988-01,"Toronto, Ontario",Office,"Index, 2002=100",74.6
1988-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",70.7
1988-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",66.9
1988-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",73.5
1988-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",61.2
1988-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",74.4
1988-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",73.1
1988-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",68.5
1988-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",71.8
1988-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",71.5
1988-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",101.5
1988-01,"Toronto, Ontario",Light factory,"Index, 2002=100",65.9
1988-01,"Toronto, Ontario",Light factory,"Index, 2002=100",68.1
1988-01,"Toronto, Ontario",Light factory,"Index, 2002=100",70.1
1988-01,"Toronto, Ontario",Light factory,"Index, 2002=100",60.7
1988-01,"Toronto, Ontario",Light factory,"Index, 2002=100",68.8
1988-01,"Toronto, Ontario",School,"Index, 2002=100",69.2
1988-01,"Toronto, Ontario",School,"Index, 2002=100",68.2
1988-01,"Toronto, Ontario",School,"Index, 2002=100",72.7
1988-01,"Toronto, Ontario",School,"Index, 2002=100",63.1
1988-01,"Toronto, Ontario",School,"Index, 2002=100",69.0
1988-01,"Toronto, Ontario",Apartment,"Index, 2002=100",70.8
1988-01,"Toronto, Ontario",Apartment,"Index, 2002=100",64.5
1988-01,"Toronto, Ontario",Apartment,"Index, 2002=100",75.3
1988-01,"Toronto, Ontario",Apartment,"Index, 2002=100",61.4
1988-01,"Toronto, Ontario",Apartment,"Index, 2002=100",73.0
1988-01,"Calgary, Alberta",Office,"Index, 2002=100",66.2
1988-01,"Calgary, Alberta",Office,"Index, 2002=100",54.9
1988-01,"Calgary, Alberta",Office,"Index, 2002=100",74.1
1988-01,"Calgary, Alberta",Office,"Index, 2002=100",59.9
1988-01,"Calgary, Alberta",Office,"Index, 2002=100",79.0
1988-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",66.0
1988-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",60.1
1988-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",68.7
1988-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",62.0
1988-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",76.0
1988-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.1
1988-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",57.4
1988-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.1
1988-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",71.2
1988-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",94.3
1988-01,"Calgary, Alberta",Light factory,"Index, 2002=100",64.3
1988-01,"Calgary, Alberta",Light factory,"Index, 2002=100",59.4
1988-01,"Calgary, Alberta",Light factory,"Index, 2002=100",71.1
1988-01,"Calgary, Alberta",Light factory,"Index, 2002=100",59.0
1988-01,"Calgary, Alberta",Light factory,"Index, 2002=100",71.2
1988-01,"Calgary, Alberta",School,"Index, 2002=100",64.1
1988-01,"Calgary, Alberta",School,"Index, 2002=100",55.5
1988-01,"Calgary, Alberta",School,"Index, 2002=100",69.4
1988-01,"Calgary, Alberta",School,"Index, 2002=100",60.3
1988-01,"Calgary, Alberta",School,"Index, 2002=100",69.3
1988-01,"Calgary, Alberta",Apartment,"Index, 2002=100",68.7
1988-01,"Calgary, Alberta",Apartment,"Index, 2002=100",65.0
1988-01,"Calgary, Alberta",Apartment,"Index, 2002=100",74.6
1988-01,"Calgary, Alberta",Apartment,"Index, 2002=100",56.8
